Date,Open,High,Low,Close,Adj Close,Volume
2000-01-06,335.0,335.0,335.0,335.0,323.07244873046875,40
2000-01-07,321.0,321.0,321.0,321.0,309.5709533691406,30
2000-01-10,296.0,296.0,296.0,296.0,285.4610900878906,25
2000-01-11,296.0,296.0,296.0,296.0,285.4610900878906,0
2000-01-12,296.0,296.0,296.0,296.0,285.4610900878906,0
2000-01-13,296.0,296.0,296.0,296.0,285.4610900878906,0
2000-01-14,296.0,296.0,296.0,296.0,285.4610900878906,0
2000-01-17,276.0,276.0,276.0,276.0,266.1731262207031,15
2000-01-18,256.0,256.0,255.0,255.0,245.92083740234375,20
2000-01-19,255.0,255.0,255.0,255.0,245.92083740234375,0
2000-01-20,255.0,255.0,255.0,255.0,245.92083740234375,0
2000-01-21,255.0,255.0,255.0,255.0,245.92083740234375,0
2000-01-24,275.3500061035156,275.3500061035156,275.3500061035156,275.3500061035156,265.5462341308594,50
2000-01-25,275.3500061035156,275.3500061035156,275.3500061035156,275.3500061035156,265.5462341308594,0
2000-01-26,275.3500061035156,275.3500061035156,275.3500061035156,275.3500061035156,265.5462341308594,0
2000-01-27,275.3500061035156,275.3500061035156,275.3500061035156,275.3500061035156,265.5462341308594,0
2000-01-28,275.3500061035156,275.3500061035156,275.3500061035156,275.3500061035156,265.5462341308594,0
2000-01-31,254.0,254.0,254.0,254.0,244.95643615722656,15
2000-02-01,234.0,234.0,234.0,234.0,225.66851806640625,15
2000-02-02,232.0,232.0,230.0,230.0,221.81094360351562,40
2000-02-03,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-04,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-07,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-08,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-09,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-10,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-11,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-14,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-15,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-16,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-17,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-18,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-21,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-22,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-23,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-24,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-25,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-28,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-02-29,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-01,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-02,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-03,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-06,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-07,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-08,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-09,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-10,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-13,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-14,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-15,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-16,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-17,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-20,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-21,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-22,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-23,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-24,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-27,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-28,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-29,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-30,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-03-31,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-03,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-04,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-05,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-06,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-07,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-10,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-11,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-12,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-13,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-14,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-17,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-18,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-19,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-20,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-21,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-24,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-25,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-26,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-27,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-04-28,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-05-01,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-05-02,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-05-03,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-05-04,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-05-05,230.0,230.0,230.0,230.0,221.81094360351562,0
2000-05-08,230.0,230.0,230.0,230.0,221.81094360351562,0
