date,x_close,Skewness,Kurtosis,y_close
2003-01-02,0.0,0.0,0.0,1.05668151118581
2003-01-03,0.00126119931748484,0.0,0.0,1.00147217405635
2003-01-06,0.0551333475632277,0.0,0.0,1.00099679226571
2003-01-07,0.00147109147050055,0.0,0.0,1.01981075039814
2003-01-08,0.000996295798192692,0.0,0.0,1.0006609588864
2003-01-09,0.0196170712563674,0.0,0.0,0.995776303257216
2003-01-10,0.000660740549278685,0.0,0.0,1.02059940500881
2003-01-13,-0.00423264174607757,0.0,0.0,1.00834349610038
2003-01-14,0.0203901066658003,0.0,0.0,1.00396196420731
2003-01-15,0.00830888154113948,0.0,0.0,0.964017151506136
2003-01-16,0.00395413629624346,2.0639066755464897,4.576797107105503,0.976322525862848
2003-01-17,-0.0366461925110539,2.0770140437953146,4.69422698867344,1.00729650869526
2003-01-20,-0.0239622903311871,0.35132199002984593,2.6141672885816654,1.01005107107784
2003-01-21,0.0072700179575725405,-0.9641394352894466,0.7905550634188541,1.00003869926114
2003-01-22,0.0100008949983798,-1.0435569572664074,0.794718329283512,0.984024048428514
2003-01-23,3.86985123476598e-05,-1.1529123452914816,0.8166459423780057,0.94803804922064
2003-01-24,-0.0161049427686503,-1.197392568797992,1.1714638623960205,1.03465057077103
2003-01-27,-0.0533606412238638,-0.8015503205129417,-0.02084101834232177,0.999659519264428
2003-01-28,0.0340637569316924,-0.8651104653453083,-0.24163152232376772,0.957451415150914
2003-01-29,-0.000340538712298129,-0.44931293038295234,-0.09014610738611006,0.9931769261066
2003-01-30,-0.0434803005714701,-0.37015676942895953,0.07677341268460847,1.00499610631011
2003-01-31,-0.00684645748810635,0.03575158452847573,-0.7388225568704803,0.966617495556831
2003-02-03,0.00498366718523211,-0.2743381877364187,-0.0476524403197387,0.971484110977839
2003-02-04,-0.0339524196347814,-0.6549740014080715,0.40267157307409773,1.01852301857227
2003-02-05,-0.0289303654421472,-0.18096861085726076,-0.40298918734107403,0.96906602570642
2003-02-06,0.0183535568930322,0.25613295336814934,-0.15148847255451114,0.966433027004137
2003-02-07,-0.0314225314287365,0.17131211845746108,-0.8091387401986356,0.9650684495144408
2003-02-10,-0.0341432770915327,0.32202202931141194,-0.994961263543904,1.00019315376889
2003-02-11,-0.0355562480193989,0.5533450997966315,-0.9512958690358215,0.986205563129943
2003-02-12,0.000193135117104692,0.6836169584543931,-1.081569497406863,1.0135479789058102
2003-02-13,-0.0138904642326179,0.6774974849716082,-1.1089999154007808,1.04745560307691
2003-02-14,0.0134570256076848,0.5834137770214702,-1.115408599536658,0.986376460129243
